206;2;4 
9501;2;4 
216;2;4 
1716;2;4 
1410;2;4 
1449;2;4 
1222;2;4 
357;2;4 
293;2;4 
190;2;4 
479;2;4 
978;2;4 
915;2;4 
194;2;4 
562;2;4 
218;2;4 
205;2;4 
379;2;4 
419;2;4 
211;2;4 
532;2;4 
1184;2;4 
221;2;4 
379;2;4 
216;2;4 
257;2;4 
355;2;4 
2584;2;4 
274;2;4 
235;2;4 
746;2;8 
1016;2;8 
492;2;8 
1424;2;8 
2003;2;8 
512;2;8 
1010;2;8 
723;2;8 
772;2;8 
443;2;8 
452;2;8 
464;2;8 
522;2;8 
793;2;8 
1561;2;8 
1971;2;8 
430;2;8 
887;2;8 
695;2;8 
662;2;8 
418;2;8 
358;2;8 
1402;2;8 
472;2;8 
571;2;8 
670;2;8 
407;2;8 
616;2;8 
4070;2;8 
456;2;8 
10;20;1 
10;20;1 
9;20;1 
9;20;1 
380;20;1 
10;20;1 
140;20;1 
9;20;1 
9;20;1 
9;20;1 
10;20;1 
11;20;1 
9;20;1 
9;20;1 
10;20;1 
10;20;1 
10;20;1 
9;20;1 
10;20;1 
9;20;1 
10;20;1 
8;20;1 
23;20;1 
10;20;1 
8;20;1 
9;20;1 
11;20;1 
11;20;1 
9;20;1 
10;20;1 
2621;20;16 
1182;20;16 
1212;20;16 
991;20;16 
948;20;16 
926;20;16 
957;20;16 
862;20;16 
1573;20;16 
1109;20;16 
2088;20;16 
1042;20;16 
1184;20;16 
2772;20;16 
2072;20;16 
5029;20;16 
3366;20;16 
2576;20;16 
3167;20;16 
2172;20;16 
4462;20;16 
2478;20;16 
3184;20;16 
1189;20;16 
991;20;16 
2441;20;16 
1052;20;16 
1995;20;16 
1101;20;16 
1155;20;16 
2239;20;2 
2508;20;2 
2805;20;2 
3586;20;2 
1284;20;2 
4057;20;2 
2379;20;2 
8531;20;2 
1459;20;2 
2142;20;2 
2551;20;2 
61;20;2 
2051;20;2 
621;20;2 
66;20;2 
2813;20;2 
716;20;2 
121;20;2 
72;20;2 
2983;20;2 
2234;20;2 
763;20;2 
3392;20;2 
315;20;2 
2500;20;2 
1675;20;2 
2750;20;2 
2602;20;2 
9367;20;2 
2602;20;2 
3503;20;20 
1247;20;20 
2967;20;20 
1250;20;20 
1220;20;20 
1146;20;20 
1269;20;20 
6419;20;20 
1988;20;20 
3545;20;20 
1135;20;20 
2389;20;20 
3720;20;20 
1594;20;20 
2519;20;20 
2975;20;20 
2862;20;20 
1275;20;20 
2229;20;20 
1816;20;20 
2751;20;20 
1575;20;20 
1285;20;20 
1170;20;20 
3828;20;20 
2299;20;20 
4765;20;20 
1718;20;20 
1328;20;20 
1016;20;20 
246;20;4 
300;20;4 
1078;20;4 
383;20;4 
197;20;4 
187;20;4 
226;20;4 
236;20;4 
1130;20;4 
703;20;4 
158;20;4 
482;20;4 
238;20;4 
411;20;4 
182;20;4 
171;20;4 
514;20;4 
204;20;4 
212;20;4 
1790;20;4 
934;20;4 
994;20;4 
237;20;4 
368;20;4 
887;20;4 
198;20;4 
495;20;4 
726;20;4 
801;20;4 
308;20;4 
560;20;8 
828;20;8 
1180;20;8 
2407;20;8 
443;20;8 
612;20;8 
1124;20;8 
2695;20;8 
570;20;8 
1988;20;8 
571;20;8 
687;20;8 
412;20;8 
450;20;8 
3201;20;8 
493;20;8 
2691;20;8 
377;20;8 
1388;20;8 
479;20;8 
688;20;8 
1050;20;8 
892;20;8 
553;20;8 
1542;20;8 
627;20;8 
618;20;8 
769;20;8 
531;20;8 
430;20;8 
115901;500;1 
112499;500;1 
123393;500;1 
119559;500;1 
112340;500;1 
111797;500;1 
112232;500;1 
112823;500;1 
111826;500;1 
112068;500;1 
118624;500;1 
126733;500;1 
113958;500;1 
112100;500;1 
117242;500;1 
112796;500;1 
114360;500;1 
112910;500;1 
123985;500;1 
112696;500;1 
111986;500;1 
111584;500;1 
112102;500;1 
112159;500;1 
112005;500;1 
112646;500;1 
122717;500;1 
111974;500;1 
112390;500;1 
112066;500;1 
79774;500;16 
73062;500;16 
70712;500;16 
69756;500;16 
76714;500;16 
72850;500;16 
65692;500;16 
69111;500;16 
67324;500;16 
65636;500;16 
68515;500;16 
66459;500;16 
66684;500;16 
64273;500;16 
94524;500;16 
68612;500;16 
81655;500;16 
70421;500;16 
75020;500;16 
69068;500;16 
92042;500;16 
68978;500;16 
66015;500;16 
65572;500;16 
65300;500;16 
75077;500;16 
70679;500;16 
72250;500;16 
80781;500;16 
71612;500;16 
82896;500;2 
79700;500;2 
78017;500;2 
63328;500;2 
84529;500;2 
72815;500;2 
73606;500;2 
97023;500;2 
68845;500;2 
69461;500;2 
82197;500;2 
89956;500;2 
80430;500;2 
75781;500;2 
70753;500;2 
68015;500;2 
69413;500;2 
60751;500;2 
113346;500;2 
102257;500;2 
68667;500;2 
68635;500;2 
73809;500;2 
62322;500;2 
80095;500;2 
101463;500;2 
66076;500;2 
67323;500;2 
70459;500;2 
83838;500;2 
67639;500;20 
67543;500;20 
67886;500;20 
66202;500;20 
67267;500;20 
66697;500;20 
74981;500;20 
80979;500;20 
66221;500;20 
71708;500;20 
85029;500;20 
70489;500;20 
71086;500;20 
70257;500;20 
74506;500;20 
68890;500;20 
103822;500;20 
66762;500;20 
64918;500;20 
67553;500;20 
89484;500;20 
72856;500;20 
67546;500;20 
66628;500;20 
70865;500;20 
114214;500;20 
107557;500;20 
71069;500;20 
68903;500;20 
68496;500;20 
93322;500;4 
76713;500;4 
70729;500;4 
65431;500;4 
77170;500;4 
66710;500;4 
72089;500;4 
69533;500;4 
73247;500;4 
67538;500;4 
100203;500;4 
82073;500;4 
77132;500;4 
82037;500;4 
70512;500;4 
88334;500;4 
70538;500;4 
65140;500;4 
70431;500;4 
69370;500;4 
66727;500;4 
67554;500;4 
67179;500;4 
69340;500;4 
69583;500;4 
83688;500;4 
92944;500;4 
102978;500;4 
92892;500;4 
68817;500;4 
70032;500;8 
68748;500;8 
70652;500;8 
67710;500;8 
67934;500;8 
73539;500;8 
77884;500;8 
87299;500;8 
70735;500;8 
72882;500;8 
69920;500;8 
70678;500;8 
67487;500;8 
63367;500;8 
74294;500;8 
65255;500;8 
76916;500;8 
86282;500;8 
69306;500;8 
72327;500;8 
76303;500;8 
74181;500;8 
76951;500;8 
68462;500;8 
68373;500;8 
66861;500;8 
64724;500;8 
80427;500;8 
68013;500;8 
66540;500;8 
